0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
-0.26148605	-0.32592773
-0.26148605	-0.32592773
-0.26148605	0.0
0.0	0.0
0.0	0.0
0.26148415	0.0
0.5229702	-0.32592773
0.78445625	-0.97784424
1.0459423	-2.2816162
1.3074303	-2.6075745
1.5689144	-3.5853882
2.0918865	-5.215149
2.3533726	-5.5410767
2.6148567	-6.8448486
2.8763428	-7.4967346
3.1378288	-7.822693
3.3993168	-8.800537
3.922287	-10.104309
4.183773	-10.104309
4.445259	-11.408081
4.7067432	-13.037842
4.9682293	-13.36377
5.2297153	-14.993469
5.7526875	-15.645386
5.7526875	-16.297272
6.2756596	-17.927002
6.5371456	-18.25293
7.060116	-19.556732
7.321602	-20.534546
7.58309	-20.860504
7.844574	-22.490234
8.10606	-23.14212
8.367546	-23.468079
8.10606	-23.468079
8.10606	-23.468079
8.10606	-23.794006
8.629032	-25.097778
8.890516	-26.075623
9.152002	-26.40158
9.4134865	-27.705353
9.674976	-28.357239
9.936462	-29.009125
10.459431	-30.638855
10.459431	-30.964813
10.982403	-31.6167
11.243889	-33.24643
11.766861	-33.572388
12.028347	-34.550232
12.028347	-34.87616
12.028347	-35.202087
12.551315	-36.17993
13.074291	-36.831818
13.597263	-38.461548
13.597263	-39.113434
13.597263	-38.787476
13.335777	-38.461548
13.597263	-39.113434
